song_name,artist,album,genre
Tunnel Vision,Kodak Black,Painting Pictures,rap
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),rap
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,Professional Rapper,rap
Don't,Bryson Tiller,T R A P S O U L,rap
A-Team,Travis Scott,A-Team,rap
Tiimmy Turner,Desiigner,Tiimmy Turner,rap
oui,Jeremih,oui,rap
Heebiejeebies,Aminé,Heebiejeebies,rap
Exchange,Bryson Tiller,T R A P S O U L,rap
Too Young,Post Malone,Too Young,rap
Low Life,Future,EVOL,rap
I Don't Fuck With You,Big Sean,I Don't Fuck With You,rap
1-800-273-8255,Logic,1-800-273-8255,rap
Broke As Fuck,YBN Cordae,The Lost Boy,rap
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,Professional Rapper,rap
Congratulations - Remix,Post Malone,Congratulations (Remix),rap
God's Plan,Drake,Scary Hours,rap
Location,Khalid,Location,rap
Everybody,Logic,Everybody,rap
Freaky Friday (feat. Chris Brown),Lil Dicky,Freaky Friday (feat. Chris Brown),rap
2 Phones,Kevin Gates,Islah (Deluxe),rap
rockstar,Post Malone,rockstar,rap
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),rap
Ice (feat. Gunna & Lil Baby),Gucci Mane,Delusions of Grandeur,rap
March Madness,Future,March Madness,rap
3005,Childish Gambino,Because The Internet,rap
Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,rap
Again,Fetty Wap,Fetty Wap (Deluxe),rap
Not Alike (feat. Royce Da 5'9),Eminem,Kamikaze,rap
Calm Down,G-Eazy,When It's Dark Out,rap
Rubbin Off The Paint,YBN Nahmir,Rubbin Off The Paint,rap
Intro,Quality Control,Intro,rap
Alright,Logic,Under Pressure (Deluxe),rap
Top,Lil Uzi Vert,Luv Is Rage,rap
Mask Off,Future,FUTURE,rap
No Flockin',Kodak Black,No Flockin',rap
Lemme Freak,Lil Dicky,Professional Rapper,rap
Hot N*gga,Bobby Shmurda,Hot N*gga,rap
Down For Me,G-Eazy,Step Brothers,rap
Norf Norf,Vince Staples,Summertime '06,rap
Ride Slow,Russ,There's Really A Wolf,rap
Nice For What,Drake,Nice For What,rap
Studio,ScHoolboy Q,Oxymoron (Deluxe),rap
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,"Flex (Ooh, Ooh, Ooh) - Single",rap
IV. Sweatpants,Childish Gambino,Because The Internet,rap
OOOUUU,Young M.A,OOOUUU,rap
Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",rap
Back Up,DeJ Loaf,#AndSeeThatsTheThing,rap
Big Fish,Vince Staples,Big Fish,rap
"Or Nah (feat. Wiz Khalifa) - Live at the Village, Los Angeles, CA",Ty Dolla $ign,Spotify Session,rap
Sub Me In,Futuristic,Coast 2 Coast,rap
Back To Back,Drake,Back To Back,rap
Friends,Andy Mineo,II: The Sword,rap
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,Valet (feat. Fetty Wap and 2 Chainz),rap
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,DAMN.,rap
Lifestyle,Rich Gang,Lifestyle,rap
Jumpman,Drake,What A Time To Be Alive,rap
Say My Name,Lil Yachty,Teenage Emotions,rap
Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,bloom,rap
Say It,Tory Lanez,Say It,rap
Best Friend,Young Thug,Best Friend,rap
Forever,Drake,More Than A Game,rap
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,Hoodie SZN,rap
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,rap
Panini,Lil Nas X,7 EP,rap
Pure Water (with Migos),Mustard,Pure Water (with Migos),rap
Going Bad (feat. Drake),Meek Mill,Championships,rap
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) [Remix],rap
The London (feat. J. Cole & Travis Scott),Young Thug,So Much Fun,rap
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,Perfect Ten,rap
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,rap
Mixed Personalities (feat. Kanye West),YNW Melly,We All Shine,rap
Goodbyes (Feat. Young Thug),Post Malone,Goodbyes (Feat. Young Thug),rap
MIDDLE CHILD,J. Cole,MIDDLE CHILD,rap
SICKO MODE,Travis Scott,ASTROWORLD,rap
Pop Out (feat. Lil Tjay),Polo G,Die A Legend,rap
Wow. - Remix,Post Malone,Wow. (Remix),rap
RNP (feat. Anderson .Paak),YBN Cordae,The Lost Boy,rap
Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,rap
Hot (feat. Gunna),Young Thug,So Much Fun,rap
Down Below,Roddy Ricch,Feed Tha Streets II,rap
Goddamn (feat. A Boogie wit da Hoodie),Tyga,Legendary,rap
My Year,GASHI,My Year,rap
Nonstop,Drake,Scorpion,rap
Fine China,Future,Fine China,rap
fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],Sueco the Child,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],rap
MAMACITA,Tyga,MAMACITA,rap
All Facts (feat. Ty Dolla $ign),G-Eazy,B-Sides,rap
Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),rap
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,Rolling Papers 2,rap
Clout (feat. Cardi B),Offset,FATHER OF 4,rap
Bad Bad Bad (feat. Lil Baby),Young Thug,So Much Fun,rap
I Love,Joyner Lucas,I Love,rap
Freaky,Tory Lanez,Freaky,rap
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,Father Of Asahd,rap
Ric Flair Drip (& Metro Boomin),Offset,Without Warning,rap
Reverse (Ft. G-Eazy),Vic Mensa,Reverse (Ft. G-Eazy),rap
Leave Me Alone,Flipp Dinero,Leave Me Alone,rap
Worth It,YK Osiris,Worth It,rap
REEL IT IN,Aminé,ONEPOINTFIVE,rap
ZEZE,Kodak Black,Dying to Live,rap
Girlfriend (feat. G-Eazy),T-Pain,Girlfriend (feat. G-Eazy),rap
GRoCERIES,Chance the Rapper,GRoCERIES,rap
Envy Me,Calboy,Wildboy,rap
Tell Em I'm Doing Eetswa,Hooligan Hefs,Tell Em I'm Doing Eetswa,rap
German,No Money Enterprise,German,rap
Moves,Hp Boyz,Moves,rap
"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",A Boogie Wit da Hoodie,"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",rap
Let Her Go,The Kid LAROI,Let Her Go,rap
Audacity (feat. Headie One),Stormzy,Audacity (feat. Headie One),rap
Hectic (feat. J Emz),Manu Crooks,Hectic (feat. J Emz),rap
Silent,Youngn Lipz,Silent,rap
Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),Aitch,Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),rap
In the Beginning,ONEFOUR,In the Beginning,rap
The Octagon (Ready For The Pain),Chillinit,The Octagon (Ready For The Pain),rap
No Mercy (feat. Denzel Curry),MELODOWNZ,No Mercy (feat. Denzel Curry),rap
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),rap
Let Me Know (I Wonder Why Freestyle),Juice WRLD,Let Me Know (I Wonder Why Freestyle),rap
WHERE U FROM,B Wise,WHERE U FROM,rap
Trendy,Brothers,Trendy,rap
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",rap
Who's Real?,Hooligan Hefs,Who's Real?,rap
Wiley Flow,Stormzy,Wiley Flow,rap
The Code,The Game,Born 2 Rap,rap
Jigga,Jay Swi$h,Jigga,rap
Above Water,Manu Crooks,Above Water,rap
Misunderstood,Youngn Lipz,Misunderstood,rap
Time Out,JessB,New Views,rap
Bad N Bouj,Hp Boyz,Bad N Bouj,rap
Paper Cuts,Dave,Paper Cuts,rap
Ben 10,ONEFOUR,Ben 10,rap
PREACHER MAN,SWIDT,PREACHER MAN,rap
Business Men,LEVZ,Business Men,rap
IYKYK (They Know Who),Hooligan Hefs,IYKYK (They Know Who),rap
Kiss and Tell,AJ Tracey,Kiss and Tell,rap
Hello Hello,Church & AP,Hello Hello,rap
223's (feat. 9lokknine),YNW Melly,223's (feat. 9lokknine),rap
REPEAT (feat. Pistol Pete & Enzo),Jaecy,REPEAT (feat. Pistol Pete & Enzo),rap
VALENTINO,24kGoldn,VALENTINO,rap
So Easy,Triple One,So Easy,rap
Twisted (feat. Logic & A$AP Rocky),French Montana,Twisted (feat. Logic & A$AP Rocky),rap
NOBODY,Kwame,NOBODY,rap
Carbonated Water,Ski Mask The Slump God,Carbonated Water,rap
Come Through,Sydney Yungins,Come Through,rap
Stuck In A Dream (feat. Gunna),Lil Mosey,Stuck In A Dream (feat. Gunna),rap
D.O.N,Rops1,D.O.N,rap
Babushka Boi,A$AP Rocky,Babushka Boi,rap
VOICES (feat. XXXTENTACION),Skye,VOICES (feat. XXXTENTACION),rap
Ladz in the Hood,ONEFOUR,Ladz in the Hood,rap
RNP (feat. Anderson .Paak),YBN Cordae,RNP (feat. Anderson .Paak),rap
F.N,Lil Tjay,True 2 Myself,rap
Floss (feat. MoStack & Not3s),AJ Tracey,Floss (feat. MoStack & Not3s),rap
Engineers,Hp Boyz,Engineers,rap
BIG,Young M.A,Herstory in the Making,rap
SPEEDBOAT,Denzel Curry,ZUU,rap
RENT FREE,Russ,RENT FREE,rap
No Effect,Hooligan Hefs,No Effect,rap
Professor X,Dave,Top Boy (A Selection of Music Inspired by the Series),rap
ADHD,Joyner Lucas,ADHD,rap
Say Less,Lisi,Say Less,rap
Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,rap
Cravin (feat. G-Eazy),DaniLeigh,Cravin,rap
Behind Barz - Bonus,Drake,Behind Barz (Bonus),rap
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,Own It (feat. Ed Sheeran & Burna Boy),rap
Kraazy,Likybo,Million Dollar Mindset,rap
Mile Away,Kelvyn Colt,Mile Away,rap
Hunned Of Miles,NUGAT,Hunned Of Miles,rap
Cuba,Theophilus London,Cuba,rap
Diamonds (with Normani),Megan Thee Stallion,Diamonds (with Normani),rap
No Stylist,French Montana,No Stylist,rap
"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",Snoop Dogg,"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",rap
Saint-Tropez,Post Malone,Hollywood's Bleeding,rap
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,rap
ZEZE (feat. Travis Scott & Offset),Kodak Black,ZEZE (feat. Travis Scott & Offset),rap
Tony Montana,Mr Eazi,Tony Montana,rap
Loyal (feat. Drake),PARTYNEXTDOOR,Loyal (feat. Drake),rap
Run,Lost Child,Run,rap
STARGAZING,Travis Scott,ASTROWORLD,rap
Creep On Me,GASHI,Creep On Me,rap
Won't Be Late (feat. Drake),Swae Lee,Won't Be Late (feat. Drake),rap
Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,Girls Have Fun (feat. G-Eazy & Rich The Kid),rap
KIKA,6ix9ine,DUMMY BOY,rap
NO TRU$T,NUGAT,"for better or worse, Pt. 1",rap
PAID MY DUES,NF,PAID MY DUES,rap
Gimme Brain,Travis Barker,Gimme Brain,rap
Bury Me Alive,Kelvyn Colt,Bury Me Alive,rap
Location (feat. Burna Boy),Dave,PSYCHODRAMA,rap
Dip,Tyga,Legendary (Deluxe Edition),rap
The Flute Song,Russ,ZOO,rap
Blessed (with Tyga),Shenseea,Blessed (with Tyga),rap
Haute (feat. J Balvin & Chris Brown),Tyga,Legendary,rap
Limbo (feat. Gilli),NODE,Limbo (feat. Gilli),rap
PUB G (feat. Branco & Larry 44),LOLO,PUB G (feat. Branco & Larry 44),rap
Sektion (feat. Branco & Gilli),Benny Jamz,Sektion (feat. Branco & Gilli),rap
Dobbelt (feat. Dayzon),Jamaika,Dedikeret,rap
La Trompeta (feat. MellemFingaMuzik),Camur,La Trompeta (feat. MellemFingaMuzik),rap
Helt Stabil,Fouli,Helt Stabil,rap
Kærlighed (feat. Gilli & Kesi),ATYPISK,A NIVEAU,rap
Sjakalina,Tessa,Sjakalina,rap
Bonnie & Clyde (Carmon X Alrima),Carmon,Bonnie & Clyde (Carmon X Alrima),rap
Flytilstand,Benny Jamz,Flytilstand,rap
Balenci,Larry 44,Balenci,rap
Jaloux (feat. ATYPISK),Simsey,Jaloux (feat. ATYPISK),rap
London Town,Branco,London Town,rap
Sinaloa Stil,Shooter Gang,Sinaloa Stil,rap
Udsigt,ZK,Udsigt,rap
Lærte Hende Alt (feat. Lærke Emilie),ATYPISK,A NIVEAU,rap
Bandolero,Jamaika,Dedikeret,rap
Ingenting At Sige (feat. NODE),Gilli,Kiko,rap
Prestige,Danni,Prestige,rap
Verden Vender,Branco,Verden Vender,rap
Brandvarm,Josef Og Elias,Brandvarm,rap
Mafiosa,NODE,Samme Vej,rap
Øjne,Marco Rahim,MACS,rap
Balou,Benny Jamz,Balou,rap
STANDARD,I$WAAL,STANDARD,rap
Holdet (feat. NODE),Jamaika,Holdet (feat. NODE),rap
Himalaya,Larry 44,Himalaya,rap
Shopping (feat. Kesi & Stepz),Benny Jamz,1010,rap
Ben,Tessa,Ben,rap
Monte Carlo,Jimilian,Monte Carlo,rap
Alle Dem,ICEKIID,Alle Dem,rap
Ra Ta Ta Ta (feat. Stepz),NODE,Samme Vej,rap
Kawasaki,Jamaika,Dedikeret,rap
"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,STEPZOLOGI,rap
Milano Step (Lamin X Artigeardit),Lamin,Milano Step (Lamin X Artigeardit),rap
Protokol,Jamaika,Protokol,rap
Fra Gaden (feat. Benny Jamz),ATYPISK,A NIVEAU,rap
BDK (feat. Gilli),KESI,888,rap
Hvil I Fred (feat. Jamaika),Xander,Hvil I Fred (feat. Jamaika),rap
BeBe,Stepz,STEPZOLOGI,rap
Ufødte,Jamaika,Ufødte,rap
På vej (feat. Simon Jul),Benjamin Hav,Dit syge dyr,rap
Startede Sammen,Gobs,Startede Sammen,rap
Dag 1,Gilli,Kiko,rap
MALDIVERNE (feat. KESI),Carmon,TÅLMODIGHED,rap
Ka Ikk,RH,Ka Ikk,rap
Hele Vejen (feat. Gilli),KESI,888,rap
Gadesoldat,Beko,Gadesoldat,rap
TÅLMODIGHED (feat. Stepz),Carmon,TÅLMODIGHED (feat. Stepz),rap
Gothersgade,Artigeardit,Gothersgade,rap
Samme Vej,NODE,Samme Vej,rap
Cinderella,ICEKIID,Cinderella,rap
GØR VED MIG (feat. Sivas),Carmon,TÅLMODIGHED,rap
Samurai (feat. Sivas),Stepz,STEPZOLOGI,rap
Psycho (feat. Artigeardit),Omar,Psycho (feat. Artigeardit),rap
Cassie (feat. Suspekt),Xander,Cassie (feat. Suspekt),rap
G.F.P.,Marco Rahim,G.F.P.,rap
Cara Mia (feat. Sivas & KESI),Stepz,STEPZOLOGI,rap
Dig,Benjamin Hav,Spice up your life,rap
Præg På Kortet,DON x LEE x BARBER,Præg På Kortet,rap
Ludo,Xabski,Ludo,rap
Ghettostjerne (feat. ZK),NODE,Samme Vej,rap
OCD (with Dwn2earth),Logic,OCD (with Dwn2earth),rap
Fun Up Here (feat. Logic),Mike Posner,Keep Going,rap
Isis,Joyner Lucas,Isis,rap
Confessions of a Dangerous Mind,Logic,Confessions of a Dangerous Mind,rap
Homicide (feat. Eminem),Logic,Confessions of a Dangerous Mind,rap
Wannabe,Logic,Confessions of a Dangerous Mind,rap
clickbait,Logic,Confessions of a Dangerous Mind,rap
Mama/Show Love (feat. YBN Cordae),Logic,Confessions of a Dangerous Mind,rap
Out Of Sight,Logic,Confessions of a Dangerous Mind,rap
Pardon My Ego,Logic,Confessions of a Dangerous Mind,rap
COMMANDO (feat. G-Eazy),Logic,Confessions of a Dangerous Mind,rap
Icy (feat. Gucci Mane),Logic,Confessions of a Dangerous Mind,rap
Still Ballin (feat. Wiz Khalifa),Logic,Confessions of a Dangerous Mind,rap
Cocaine,Logic,Confessions of a Dangerous Mind,rap
Limitless,Logic,Confessions of a Dangerous Mind,rap
Keanu Reeves,Logic,Confessions of a Dangerous Mind,rap
Don't Be Afraid To Be Different (feat. Will Smith),Logic,Confessions of a Dangerous Mind,rap
BOBBY (feat. My Dad),Logic,Confessions of a Dangerous Mind,rap
Lost In Translation,Logic,Confessions of a Dangerous Mind,rap
Can I Kick It,Logic,Supermarket (Soundtrack),rap
Ballin,Logic,Uncle Drew (Original Motion Picture Soundtrack),rap
Till The End,Logic,Under Pressure (Deluxe),rap
1-800-273-8255,Logic,Everybody,rap
Everybody Dies,Logic,YSIV,rap
The Return,Logic,YSIV,rap
100 Miles and Running (ft. Wale & John Lindahl),Logic,YSIV,rap
ICONIC (ft. Jaden Smith),Logic,YSIV,rap
One Day (ft. Ryan Tedder),Logic,YSIV,rap
Ordinary Day (ft. Hailee Steinfeld),Logic,YSIV,rap
Black SpiderMan,Logic,Everybody,rap
Overnight,Logic,Bobby Tarantino II,rap
Pray,Sam Smith,Pray,rap
Midnight,Logic,Bobby Tarantino II,rap
Contra,Logic,Bobby Tarantino II,rap
BoomTrap Protocol,Logic,Bobby Tarantino II,rap
Indica Badu,Logic,Bobby Tarantino II,rap
Yuck,Logic,Bobby Tarantino II,rap
Flexicution,Logic,Bobby Tarantino,rap
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),rap
Gang Related,Logic,Under Pressure (Deluxe),rap
44 Bars,Logic,Bobby Tarantino,rap
Buried Alive,Logic,Under Pressure (Deluxe),rap
Take It Back,Logic,Everybody,rap
Super Mario World,Logic,Bobby Tarantino,rap
Lord Willin',Logic,The Incredible True Story,rap
Soul Food,Logic,Under Pressure (Deluxe),rap
Like Woah,Logic,The Incredible True Story,rap
Hallelujah,Logic,Everybody,rap
Young Jesus,Logic,The Incredible True Story,rap
Driving Ms Daisy,Logic,Under Pressure (Deluxe),rap
I Am The Greatest,Logic,The Incredible True Story,rap
Killing Spree,Logic,Everybody,rap
Wrist,Logic,Bobby Tarantino,rap
City Of Stars,Logic,The Incredible True Story,rap
Nikki,Logic,Under Pressure (Deluxe),rap
Slave II,Logic,Bobby Tarantino,rap
Fade Away,Logic,The Incredible True Story,rap
"All of Me (feat. Logic, ROZES)",Big Gigantic,Brighter Future,rap
The Jam,Logic,Bobby Tarantino,rap
Never Been,Logic,The Incredible True Story,rap
Run It,Logic,The Incredible True Story,rap
Stainless,Logic,The Incredible True Story,rap
Closing My Eyes,Alrahim Wright III,2 Whize,rap
All In My Feelings,OYABUN,All In My Feelings,rap
Chicago,Cookin Soul,Polo Beats,rap
Smokeloud,Millennium Jazz Music,"Made in Germany: On the Radar, Vol. 2",rap
Mental Fallout,Jorge Milliano,Dosages,rap
Vent,o k h o,As We Age Under The Porch,rap
Smokey Hue,TyLuv.,In Between (Part.3),rap
Hard Times,Young L3x,Any Moment,rap
Aisle Thots,Skipp Whitman,Elevator Music,rap
92 Baby,W3alth,92 Baby,rap
Ueno,Nathan Kawanishi,Ueno,rap
I Don't Love You Anymore,Sarcastic Sounds,I Don't Love You Anymore,rap
"impossible weight (feat. yoh, rou and jessie shire)",four lore,our chives vol.2,rap
Cloudy Day,the.lazyb,Cloudy Day,rap
One More Hit,Weedthief,One More Hit,rap
Money on Your Mind,Lucian,Money on Your Mind,rap
Meditation,Beat Dealer,Condiments,rap
Loungin' II,Epifania,Loungin' II,rap
Out All Night,Ray Ben Rue,Out All Night,rap
NIGHT OWL,Psymun,Tape,rap
Troublous,Zambonini,Troublous,rap
There It Is,Ol' Burger Beats,Daybreaks,rap
Childish Dreams,Misc.Inc,Childish Dreams,rap
The Real Deal,Hydrogenii,The Real Deal,rap
Caffeine,Epifania,Caffeine,rap
nights,damaa.beats,nights,rap
Japan Stuff,Beaumont,Japan Stuff,rap
Doin' It,Deauxnuts,Doin' It,rap
Wherewithal,Bokki,Wherewithal,rap
Solo for so Long,It's Philip Marlon,Solo for so Long,rap
MidStation,the.lazyb,Immerse,rap
Echo Park,Dontcry,Echo Park,rap
That's Just Me,Ameba,That's Just Me,rap
Temple,SwuM,Swimming,rap
Deep Sleep,DLJ,Deep Sleep,rap
.suede,junyii.,junyii・dr!p,rap
Infrarot,Phil Dee,Infrarot / Kamel,rap
leaf,illiterate,winter_bumps,rap
Bummer,[ocean jams],Horizons,rap
Koenji,Huey Daze,Koenji,rap
Sneakers,Monma,Sneakers,rap
cold nights,itssvd,cold nights,rap
Sandalwood,J. Roosevelt,Sandalwood,rap
Pixelated Memories,Pandrezz,Pixelated Memories,rap
Burberry,Minthaze,Burberry,rap
Saké,Chalky,Blooe,rap
Wonders of the Unknown,Behind Clouds,The Unknown,rap
No Lies,Psalm Trees,Dreams from the Shore,rap
Withu,Blvk,Beat Batch #3,rap
A Trip to Tokyo,Linearwave,A Trip to Tokyo,rap
What a Day,Goldenninjah,Moods,rap
Promises,evän,Promises,rap
The Ceremony,Bertholet,Masters of the Lodge,rap
Sunday Afternoon,Oatmello,Imperfections,rap
Hard'em,the.lazyb,Hard'em,rap
Peace and Quiet,Laffey,Peace and Quiet,rap
what you doin',Masked Man,what you doin',rap
Loungin',Epifania,Loungin',rap
Very,Bertholet,Very Crazy Times,rap
Marvy,Nokiaa,Marvy,rap
Let Me Luv U,TiMT,Key Milestone,rap
In the Rain,Huez,True Story,rap
Dreams,Bluedoom,Dreams,rap
Fondue,Dweeb,Untitled VIII,rap
Delight,Dontcry,Delight,rap
as time goes by,Kuranes,bad habits,rap
Window Seat,Chris Anderson,Killing Time,rap
Opiat,IOM,Opiat / Drown,rap
sanya,luvwn,sanya,rap
fortune cookie,B0nds,fortune cookie,rap
Ladybug,Slumberville,Ladybug,rap
Dusty Snare,damaa.beats,Dormancy,rap
ocean.dance.,Fushou.,revelation.,rap
Is This It?,Red the Chef,Is This It?,rap
Longing,Axian,Longing,rap
rains,sagun,yellow hills,rap
Arrivals,Moo Latte,Departures & Arrivals,rap
no heart,Sleepy Bear,21,rap
Long Ago,Wun Two,Seegarn / Long Ago,rap
Days.,Green Assassin Dollar,Lost Tape,rap
Vibes & Sh*t,Waahiid,Iwoak,rap
Spare Me,Es-K,Spare Me,rap
Nobody's Heart,Sergeant Jay,Nobody's Heart,rap
Fujiyama Lights,Mujo,Shogetsu,rap
Have You Met James?,Casiio,Have You Met James?,rap
Nobody.knows,Brenky,Statera,rap
Nebula,Soundspretty,Wake n' Bake Vol.2,rap
solace,Xfruge,Solace,rap
Whiskey,VIK,Phases,rap
Arms Of Mine,CPRCRN,Arms Of Mine,rap
entheogen,Nohidea,Departures,rap
Stay Late,the.lazyb,Stay Late,rap
All Souled Out,MFakka,Morning Jawns,rap
Dutches,Clap Cotton,Chillhop Daydreams,rap
Moonsign,Lungfulls,Lunula,rap
santorini,David Chief,Sands EP,rap
Sands,goosetaf,Akemi,rap
Ladbroke Grove,AJ Tracey,AJ Tracey,rap
Project Dreams,Marshmello,Project Dreams,rap
SWISH,Tyga,SWISH,rap
Again,Jaden,Again,rap
London,AJ x Deno,London,rap
Sounds Of The Skeng,Stormzy,Sounds Of The Skeng,rap
Thiago Silva,Dave,Thiago Silva,rap
Barking,Ramz,Barking,rap
Both,Headie One,Both,rap
What Do You Mean?,Skepta,Ignorance is Bliss,rap
Bang,G-Eazy,B-Sides,rap
WCF,Hil Holla,WCF,rap
Dippin' From The Cops,Aystar,Scousematic 2,rap
Don't Rush (feat. Headie One),Young T & Bugsey,Don't Rush (feat. Headie One),rap
Greaze Mode,Skepta,Greaze Mode,rap
Funky Friday,Dave,Funky Friday,rap
Bezerk (feat. A$AP Ferg),Big Sean,Bezerk,rap
Never Lack,Splurgeboys,Out of the Pan,rap
Forever,Tory Lanez,Forever,rap
Never Lie (feat. Moneybagg Yo),Wiz Khalifa,Never Lie (feat. Moneybagg Yo),rap
Gangsta,Smiler,Gangsta,rap
Still Disappointed,Stormzy,Still Disappointed,rap
Buss Down (feat. ZieZie),Aitch,Buss Down (feat. ZieZie),rap
West Side,The Game,West Side,rap
MAYDAY (feat. Sheck Wes & Young Thug),CHASE B,MAYDAY (feat. Sheck Wes & Young Thug),rap
Floor Seats,A$AP Ferg,Floor Seats,rap
RUN,Kardinal Offishall,RUN,rap
Stripper Bowl,Migos,Stripper Bowl,rap
Act a Fool,Rick Ross,Act a Fool,rap
DIZZY,KAS,DIZZY,rap
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),rap
Undefeated (feat. Lil Keed),Future,Undefeated (feat. Lil Keed),rap
BIG TYME,Rick Ross,BIG TYME,rap
10 Bands,Joyner Lucas,10 Bands,rap
Yard,Toddla T,Idris Elba Presents: The Yardie Mixtape,rap
Wigs (feat. City Girls & ANTHA),A$AP Ferg,Wigs (feat. City Girls & ANTHA),rap
100 Shooters (feat. Meek Mill),Future,100 Shooters (feat. Meek Mill),rap
"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",Diamond D,Rare & Unreleased,rap
4AM,Ocean Wisdom,4AM,rap
Pop Boy (feat. Aitch),Stormzy,Heavy Is The Head,rap
"Givenchy Bag (feat. Future, Nafe Smallz & Chip)",Wiley,"Givenchy Bag (feat. Future, Nafe Smallz & Chip)",rap
Cat Pack,AJ Tracey,Cat Pack,rap
Ban Drill,Krept & Konan,Ban Drill,rap
Daddy (feat. Rich The Kid),Blueface,Daddy,rap
Go Arder,B Mus,Mus B,rap
Good News,Mac Miller,Good News,rap
